cuenca|estacion|año|periodo|parametro|valor|val_eca1
INTERCUENCA13155|RUchu1|2020|I|Conductividad|693|1600
INTERCUENCA13155|QVila1|2020|I|Demanda Bioquímica de Oxígeno (DBO5)|2|5
INTERCUENCA13155|QVila3|2020|I|Demanda Bioquímica de Oxígeno (DBO5)|2|5
INTERCUENCA13155|RUchu1|2020|I|Demanda Bioquímica de Oxígeno (DBO5)|2|5
INTERCUENCA13155|QVila1|2020|I|Demanda Química de Oxígeno (DQO)|12|20
INTERCUENCA13155|QVila3|2020|I|Demanda Química de Oxígeno (DQO)|5|20
INTERCUENCA13155|RUchu1|2020|I|Demanda Química de Oxígeno (DQO)|4|20
INTERCUENCA13155|QVila1|2020|I|Fenoles|8e-4|NA
INTERCUENCA13155|QVila3|2020|I|Fenoles|8e-4|NA
INTERCUENCA13155|RUchu1|2020|I|Fenoles|8e-4|NA
INTERCUENCA13155|QVila1|2020|I|Fluoruros|0.25|NA
INTERCUENCA13155|QVila3|2020|I|Fluoruros|0.251|NA
INTERCUENCA13155|RUchu1|2020|I|Fluoruros|0.256|NA
INTERCUENCA13155|QVila1|2020|I|Fósforo Total|0.163|0.15
INTERCUENCA13155|QVila3|2020|I|Fósforo Total|0.206|0.15
INTERCUENCA13155|RUchu1|2020|I|Fósforo Total|0.156|0.15
INTERCUENCA13155|QVila1|2020|I|Nitratos (NO3-)|0.009|NA
INTERCUENCA13155|QVila3|2020|I|Nitratos (NO3-)|0.009|NA
INTERCUENCA13155|RUchu1|2020|I|Nitratos (NO3-)|0.009|NA
INTERCUENCA13155|QVila1|2020|I|Nitratos-N|0.002|NA
INTERCUENCA13155|QVila3|2020|I|Nitratos-N|0.002|NA
INTERCUENCA13155|RUchu1|2020|I|Nitratos-N|0.002|NA
INTERCUENCA13155|QVila1|2020|I|Nitritos (NO2-)|0.015|NA
INTERCUENCA13155|QVila3|2020|I|Nitritos (NO2-)|0.015|NA
INTERCUENCA13155|RUchu1|2020|I|Nitritos (NO2-)|0.015|NA
INTERCUENCA13155|QVila1|2020|I|Nitritos-N|0.004|NA
INTERCUENCA13155|QVila3|2020|I|Nitritos-N|0.004|NA
INTERCUENCA13155|RUchu1|2020|I|Nitritos-N|0.004|NA
INTERCUENCA13155|QVila1|2020|I|Nitrógeno Total|0.144|NA
INTERCUENCA13155|QVila3|2020|I|Nitrógeno Total|0.184|NA
INTERCUENCA13155|RUchu1|2020|I|Nitrógeno Total|0.136|NA
INTERCUENCA13155|QVila1|2020|I|Oxígeno Disuelto|6.67|5
INTERCUENCA13155|QVila3|2020|I|Oxígeno Disuelto|7.1|5
INTERCUENCA13155|RUchu1|2020|I|Oxígeno Disuelto|7.98|5
INTERCUENCA13155|QVila1|2020|I|pH|8.6|NA
INTERCUENCA13155|QVila3|2020|I|pH|8.51|NA
INTERCUENCA13155|RUchu1|2020|I|pH|8.41|NA
INTERCUENCA13155|QVila1|2020|I|Sólidos Suspendidos Totales|6|NA
INTERCUENCA13155|QVila3|2020|I|Sólidos Suspendidos Totales|16|NA
INTERCUENCA13155|RUchu1|2020|I|Sólidos Suspendidos Totales|7|NA
INTERCUENCA13155|QVila1|2020|I|Sulfatos|202|NA
INTERCUENCA13155|QVila3|2020|I|Sulfatos|203.6|NA
INTERCUENCA13155|RUchu1|2020|I|Sulfatos|208.3|NA
INTERCUENCA13155|QVila1|2020|I|Temperatura|9.9|NA
INTERCUENCA13155|QVila3|2020|I|Temperatura|15.8|NA
INTERCUENCA13155|RUchu1|2020|I|Temperatura|18|NA
INTERCUENCA13155|QVila1|2020|I|Aluminio|0.07|5
INTERCUENCA13155|QVila3|2020|I|Aluminio|0.281|5
INTERCUENCA13155|RUchu1|2020|I|Aluminio|0.421|5
INTERCUENCA13155|QVila1|2020|I|Antimonio|0.0018|0.02
INTERCUENCA13155|QVila3|2020|I|Antimonio|0.0018|0.02
INTERCUENCA13155|RUchu1|2020|I|Antimonio|0.0019|0.02
INTERCUENCA13155|QVila1|2020|I|Arsénico|0.1342|0.01
INTERCUENCA13155|QVila3|2020|I|Arsénico|0.1396|0.01
INTERCUENCA13155|RUchu1|2020|I|Arsénico|0.1406|0.01
INTERCUENCA13155|QVila1|2020|I|Bario|0.0076|1
INTERCUENCA13155|QVila3|2020|I|Bario|0.012|1
INTERCUENCA13155|RUchu1|2020|I|Bario|0.0173|1
INTERCUENCA13155|QVila1|2020|I|Berilio|2e-4|0.04
INTERCUENCA13155|QVila3|2020|I|Berilio|2e-4|0.04
INTERCUENCA13155|RUchu1|2020|I|Berilio|2e-4|0.04
INTERCUENCA13155|QVila1|2020|I|Bismuto|2e-4|NA
INTERCUENCA13155|QVila3|2020|I|Bismuto|2e-4|NA
INTERCUENCA13155|RUchu1|2020|I|Bismuto|2e-4|NA
INTERCUENCA13155|QVila1|2020|I|Boro|0.824|2.4
INTERCUENCA13155|QVila3|2020|I|Boro|0.887|2.4
INTERCUENCA13155|RUchu1|2020|I|Boro|0.918|2.4
INTERCUENCA13155|QVila1|2020|I|Cadmio|1e-4|0.005
INTERCUENCA13155|QVila3|2020|I|Cadmio|1e-4|0.005
INTERCUENCA13155|RUchu1|2020|I|Cadmio|1e-4|0.005
INTERCUENCA13155|QVila1|2020|I|Calcio|49.06|NA
INTERCUENCA13155|QVila3|2020|I|Calcio|51.33|NA
INTERCUENCA13155|RUchu1|2020|I|Calcio|57.35|NA
INTERCUENCA13155|QVila1|2020|I|Cobalto|2e-4|NA
INTERCUENCA13155|QVila3|2020|I|Cobalto|4e-4|NA
INTERCUENCA13155|RUchu1|2020|I|Cobalto|4e-4|NA
INTERCUENCA13155|QVila1|2020|I|Cobre|5e-4|2
INTERCUENCA13155|QVila3|2020|I|Cobre|0.0013|2
INTERCUENCA13155|RUchu1|2020|I|Cobre|0.0045|2
INTERCUENCA13155|QVila1|2020|I|Cromo Total|0.0011|0.05
INTERCUENCA13155|QVila3|2020|I|Cromo Total|7e-4|0.05
INTERCUENCA13155|RUchu1|2020|I|Cromo Total|7e-4|0.05
INTERCUENCA13155|QVila1|2020|I|Estaño|2e-4|NA
INTERCUENCA13155|QVila3|2020|I|Estaño|2e-4|NA
INTERCUENCA13155|RUchu1|2020|I|Estaño|2e-4|NA
INTERCUENCA13155|QVila1|2020|I|Estroncio|0.2914|NA
INTERCUENCA13155|QVila3|2020|I|Estroncio|0.3228|NA
INTERCUENCA13155|RUchu1|2020|I|Estroncio|0.3492|NA
INTERCUENCA13155|QVila1|2020|I|Hierro|0.264|1
INTERCUENCA13155|QVila3|2020|I|Hierro|0.443|1
INTERCUENCA13155|RUchu1|2020|I|Hierro|0.504|1
INTERCUENCA13155|QVila1|2020|I|Litio|0.0769|NA
INTERCUENCA13155|QVila3|2020|I|Litio|0.0799|NA
INTERCUENCA13155|RUchu1|2020|I|Litio|0.0732|NA
INTERCUENCA13155|QVila1|2020|I|Magnesio|24.99|NA
INTERCUENCA13155|QVila3|2020|I|Magnesio|24.6|NA
INTERCUENCA13155|RUchu1|2020|I|Magnesio|23.44|NA
INTERCUENCA13155|QVila1|2020|I|Manganeso|0.0649|0.4
INTERCUENCA13155|QVila3|2020|I|Manganeso|0.0712|0.4
INTERCUENCA13155|RUchu1|2020|I|Manganeso|0.0618|0.4
INTERCUENCA13155|QVila1|2020|I|Mercurio|5e-5|0.002
INTERCUENCA13155|QVila3|2020|I|Mercurio|5e-5|0.002
INTERCUENCA13155|RUchu1|2020|I|Mercurio|5e-5|0.002
INTERCUENCA13155|QVila1|2020|I|Molibdeno|0.0013|NA
INTERCUENCA13155|QVila3|2020|I|Molibdeno|0.0013|NA
INTERCUENCA13155|RUchu1|2020|I|Molibdeno|0.0017|NA
INTERCUENCA13155|QVila1|2020|I|Niquel|0.0015|NA
INTERCUENCA13155|QVila3|2020|I|Niquel|0.0014|NA
INTERCUENCA13155|RUchu1|2020|I|Niquel|0.0011|NA
INTERCUENCA13155|QVila1|2020|I|Plata|8e-5|NA
INTERCUENCA13155|QVila3|2020|I|Plata|8e-5|NA
INTERCUENCA13155|RUchu1|2020|I|Plata|8e-5|NA
INTERCUENCA13155|QVila1|2020|I|Plomo|4e-4|0.05
INTERCUENCA13155|QVila3|2020|I|Plomo|3e-4|0.05
INTERCUENCA13155|RUchu1|2020|I|Plomo|3e-4|0.05
INTERCUENCA13155|QVila1|2020|I|Potasio|13.48|NA
INTERCUENCA13155|QVila3|2020|I|Potasio|13.47|NA
INTERCUENCA13155|RUchu1|2020|I|Potasio|12.31|NA
INTERCUENCA13155|QVila1|2020|I|Selenio|6e-4|0.04
INTERCUENCA13155|QVila3|2020|I|Selenio|6e-4|0.04
INTERCUENCA13155|RUchu1|2020|I|Selenio|6e-4|0.04
INTERCUENCA13155|QVila1|2020|I|Silicio|26.7|NA
INTERCUENCA13155|QVila3|2020|I|Silicio|27.2|NA
INTERCUENCA13155|RUchu1|2020|I|Silicio|24.3|NA
INTERCUENCA13155|QVila1|2020|I|Sodio|38.81|NA
INTERCUENCA13155|QVila3|2020|I|Sodio|39.09|NA
INTERCUENCA13155|RUchu1|2020|I|Sodio|39.76|NA
INTERCUENCA13155|QVila1|2020|I|Talio|2e-4|NA
INTERCUENCA13155|QVila3|2020|I|Talio|2e-4|NA
INTERCUENCA13155|RUchu1|2020|I|Talio|2e-4|NA
INTERCUENCA13155|QVila1|2020|I|Titanio|0.0018|NA
INTERCUENCA13155|QVila3|2020|I|Titanio|0.0088|NA
INTERCUENCA13155|RUchu1|2020|I|Titanio|0.0137|NA
INTERCUENCA13155|QVila1|2020|I|Uranio|2e-4|0.02
INTERCUENCA13155|QVila3|2020|I|Uranio|2e-4|0.02
INTERCUENCA13155|RUchu1|2020|I|Uranio|5e-4|0.02
INTERCUENCA13155|QVila1|2020|I|Vanadio|0.004|NA
INTERCUENCA13155|QVila3|2020|I|Vanadio|0.0045|NA
INTERCUENCA13155|RUchu1|2020|I|Vanadio|0.0055|NA
INTERCUENCA13155|QVila1|2020|I|Zinc|0.008|5
INTERCUENCA13155|QVila3|2020|I|Zinc|0.008|5
INTERCUENCA13155|RUchu1|2020|I|Zinc|0.008|5
INTERCUENCA13155|QVila1|2020|I|Coliformes Termotolerantes|1.8|2000
INTERCUENCA13155|QVila3|2020|I|Coliformes Termotolerantes|7.8|2000
INTERCUENCA13155|RUchu1|2020|I|Coliformes Termotolerantes|1.8|2000
INTERCUENCA13155|QVila1|2021|I|Aceites y Grasas|0.1|1.7
INTERCUENCA13155|QVila3|2021|I|Aceites y Grasas|0.1|1.7
INTERCUENCA13155|RUchu1|2021|I|Aceites y Grasas|0.1|1.7
INTERCUENCA13155|QVila1|2021|I|Amoniaco-N|0.008|1.5
INTERCUENCA13155|QVila3|2021|I|Amoniaco-N|0.008|1.5
INTERCUENCA13155|RUchu1|2021|I|Amoniaco-N|0.008|1.5
INTERCUENCA13155|QVila1|2021|I|Bicarbonatos|92.6|NA
INTERCUENCA13155|QVila3|2021|I|Bicarbonatos|99.2|NA
INTERCUENCA13155|RUchu1|2021|I|Bicarbonatos|119.4|NA
INTERCUENCA13155|QVila1|2021|I|Cianuro Libre|6e-4|NA
INTERCUENCA13155|QVila3|2021|I|Cianuro Libre|6e-4|NA
INTERCUENCA13155|RUchu1|2021|I|Cianuro Libre|6e-4|NA
INTERCUENCA13155|QVila1|2021|I|Cloruros|12.97|NA
INTERCUENCA13155|QVila3|2021|I|Cloruros|13.81|NA
INTERCUENCA13155|RUchu1|2021|I|Cloruros|16.27|NA
INTERCUENCA13155|QVila1|2021|I|Conductividad|531|1600
INTERCUENCA13155|QVila3|2021|I|Conductividad|554|1600
INTERCUENCA13155|RUchu1|2021|I|Conductividad|615|1600
INTERCUENCA13155|QVila1|2021|I|Demanda Bioquímica de Oxígeno (DBO5)|2|5
INTERCUENCA13155|QVila3|2021|I|Demanda Bioquímica de Oxígeno (DBO5)|2|5
INTERCUENCA13155|RUchu1|2021|I|Demanda Bioquímica de Oxígeno (DBO5)|2|5
INTERCUENCA13155|QVila1|2021|I|Demanda Química de Oxígeno (DQO)|2|20
INTERCUENCA13155|QVila3|2021|I|Demanda Química de Oxígeno (DQO)|2|20
INTERCUENCA13155|RUchu1|2021|I|Demanda Química de Oxígeno (DQO)|3|20
INTERCUENCA13155|QVila1|2021|I|Fenoles|8e-4|NA
INTERCUENCA13155|QVila3|2021|I|Fenoles|8e-4|NA
INTERCUENCA13155|RUchu1|2021|I|Fenoles|8e-4|NA
INTERCUENCA13155|QVila1|2021|I|Fósforo Total|0.071|0.15
INTERCUENCA13155|QVila3|2021|I|Fósforo Total|0.081|0.15
INTERCUENCA13155|RUchu1|2021|I|Fósforo Total|0.08|0.15
INTERCUENCA13155|QVila1|2021|I|Nitratos (NO3-)|0.009|NA
INTERCUENCA13155|QVila3|2021|I|Nitratos (NO3-)|0.009|NA
INTERCUENCA13155|RUchu1|2021|I|Nitratos (NO3-)|0.009|NA
INTERCUENCA13155|QVila1|2021|I|Nitratos-N|0.002|NA
INTERCUENCA13155|QVila3|2021|I|Nitratos-N|0.002|NA
INTERCUENCA13155|RUchu1|2021|I|Nitratos-N|0.002|NA
INTERCUENCA13155|QVila1|2021|I|Nitritos (NO2-)|0.015|NA
INTERCUENCA13155|QVila3|2021|I|Nitritos (NO2-)|0.015|NA
INTERCUENCA13155|RUchu1|2021|I|Nitritos (NO2-)|0.015|NA
INTERCUENCA13155|QVila1|2021|I|Nitritos-N|0.004|NA
INTERCUENCA13155|QVila3|2021|I|Nitritos-N|0.004|NA
INTERCUENCA13155|RUchu1|2021|I|Nitritos-N|0.004|NA
INTERCUENCA13155|QVila1|2021|I|Nitrógeno Total|0.242|NA
INTERCUENCA13155|QVila3|2021|I|Nitrógeno Total|0.287|NA
INTERCUENCA13155|RUchu1|2021|I|Nitrógeno Total|0.155|NA
INTERCUENCA13155|QVila1|2021|I|Oxígeno Disuelto|7.91|5
INTERCUENCA13155|QVila3|2021|I|Oxígeno Disuelto|7.69|5
INTERCUENCA13155|RUchu1|2021|I|Oxígeno Disuelto|8.16|5
INTERCUENCA13155|QVila1|2021|I|pH|8.514|NA
INTERCUENCA13155|QVila3|2021|I|pH|8.61|NA
INTERCUENCA13155|RUchu1|2021|I|pH|8.558|NA
INTERCUENCA13155|QVila1|2021|I|Sólidos Suspendidos Totales|3|NA
INTERCUENCA13155|QVila3|2021|I|Sólidos Suspendidos Totales|4|NA
INTERCUENCA13155|RUchu1|2021|I|Sólidos Suspendidos Totales|7|NA
INTERCUENCA13155|QVila1|2021|I|Sulfatos|161.5|NA
INTERCUENCA13155|QVila3|2021|I|Sulfatos|171.9|NA
INTERCUENCA13155|RUchu1|2021|I|Sulfatos|188.5|NA
INTERCUENCA13155|QVila1|2021|I|Temperatura|8|NA
INTERCUENCA13155|QVila3|2021|I|Temperatura|11.7|NA
INTERCUENCA13155|RUchu1|2021|I|Temperatura|17.8|NA
INTERCUENCA13155|QVila1|2021|I|Aluminio|0.028|5
INTERCUENCA13155|QVila3|2021|I|Aluminio|0.144|5
INTERCUENCA13155|RUchu1|2021|I|Aluminio|0.184|5
INTERCUENCA13155|QVila1|2021|I|Antimonio|7e-4|0.02
INTERCUENCA13155|QVila3|2021|I|Antimonio|7e-4|0.02
INTERCUENCA13155|RUchu1|2021|I|Antimonio|6e-4|0.02
INTERCUENCA13155|QVila1|2021|I|Arsénico|0.096|0.01
INTERCUENCA13155|QVila3|2021|I|Arsénico|0.1042|0.01
INTERCUENCA13155|RUchu1|2021|I|Arsénico|0.1092|0.01
INTERCUENCA13155|QVila1|2021|I|Bario|0.0071|1
INTERCUENCA13155|QVila3|2021|I|Bario|0.0106|1
INTERCUENCA13155|RUchu1|2021|I|Bario|0.0157|1
INTERCUENCA13155|QVila1|2021|I|Berilio|2e-4|0.04
INTERCUENCA13155|QVila3|2021|I|Berilio|2e-4|0.04
INTERCUENCA13155|RUchu1|2021|I|Berilio|2e-4|0.04
INTERCUENCA13155|QVila1|2021|I|Bismuto|2e-4|NA
INTERCUENCA13155|QVila3|2021|I|Bismuto|2e-4|NA
INTERCUENCA13155|RUchu1|2021|I|Bismuto|2e-4|NA
INTERCUENCA13155|QVila1|2021|I|Boro|0.549|2.4
INTERCUENCA13155|QVila3|2021|I|Boro|0.542|2.4
INTERCUENCA13155|RUchu1|2021|I|Boro|0.624|2.4
INTERCUENCA13155|QVila1|2021|I|Cadmio|1e-4|0.005
INTERCUENCA13155|QVila3|2021|I|Cadmio|1e-4|0.005
INTERCUENCA13155|RUchu1|2021|I|Cadmio|1e-4|0.005
INTERCUENCA13155|QVila1|2021|I|Calcio|40.44|NA
INTERCUENCA13155|QVila3|2021|I|Calcio|42.87|NA
INTERCUENCA13155|RUchu1|2021|I|Calcio|55.06|NA
INTERCUENCA13155|QVila1|2021|I|Cobalto|2e-4|NA
INTERCUENCA13155|QVila3|2021|I|Cobalto|2e-4|NA
INTERCUENCA13155|RUchu1|2021|I|Cobalto|2e-4|NA
INTERCUENCA13155|QVila1|2021|I|Cobre|5e-4|2
INTERCUENCA13155|QVila3|2021|I|Cobre|8e-4|2
INTERCUENCA13155|RUchu1|2021|I|Cobre|0.001|2
INTERCUENCA13155|QVila1|2021|I|Cromo Total|0.0013|0.05
INTERCUENCA13155|QVila3|2021|I|Cromo Total|0.0011|0.05
INTERCUENCA13155|RUchu1|2021|I|Cromo Total|7e-4|0.05
INTERCUENCA13155|QVila1|2021|I|Estaño|6e-4|NA
INTERCUENCA13155|QVila3|2021|I|Estaño|5e-4|NA
INTERCUENCA13155|RUchu1|2021|I|Estaño|2e-4|NA
INTERCUENCA13155|QVila1|2021|I|Estroncio|0.2202|NA
INTERCUENCA13155|QVila3|2021|I|Estroncio|0.2478|NA
INTERCUENCA13155|RUchu1|2021|I|Estroncio|0.3018|NA
INTERCUENCA13155|QVila1|2021|I|Hierro|0.103|1
INTERCUENCA13155|QVila3|2021|I|Hierro|0.177|1
INTERCUENCA13155|RUchu1|2021|I|Hierro|0.192|1
INTERCUENCA13155|QVila1|2021|I|Litio|0.0657|NA
INTERCUENCA13155|QVila3|2021|I|Litio|0.0603|NA
INTERCUENCA13155|RUchu1|2021|I|Litio|0.0617|NA
INTERCUENCA13155|QVila1|2021|I|Magnesio|17.07|NA
INTERCUENCA13155|QVila3|2021|I|Magnesio|17.18|NA
INTERCUENCA13155|RUchu1|2021|I|Magnesio|18.97|NA
INTERCUENCA13155|QVila1|2021|I|Manganeso|0.0174|0.4
INTERCUENCA13155|QVila3|2021|I|Manganeso|0.0188|0.4
INTERCUENCA13155|RUchu1|2021|I|Manganeso|0.0178|0.4
INTERCUENCA13155|QVila1|2021|I|Mercurio|5e-5|0.002
INTERCUENCA13155|QVila3|2021|I|Mercurio|5e-5|0.002
INTERCUENCA13155|RUchu1|2021|I|Mercurio|5e-5|0.002
INTERCUENCA13155|QVila1|2021|I|Molibdeno|0.0011|NA
INTERCUENCA13155|QVila3|2021|I|Molibdeno|0.0012|NA
INTERCUENCA13155|RUchu1|2021|I|Molibdeno|0.0014|NA
INTERCUENCA13155|QVila1|2021|I|Niquel|0.001|NA
INTERCUENCA13155|QVila3|2021|I|Niquel|8e-4|NA
INTERCUENCA13155|RUchu1|2021|I|Niquel|7e-4|NA
INTERCUENCA13155|QVila1|2021|I|Plata|8e-5|NA
INTERCUENCA13155|QVila3|2021|I|Plata|8e-5|NA
INTERCUENCA13155|RUchu1|2021|I|Plata|8e-5|NA
INTERCUENCA13155|QVila1|2021|I|Plomo|2e-4|0.05
INTERCUENCA13155|QVila3|2021|I|Plomo|2e-4|0.05
INTERCUENCA13155|RUchu1|2021|I|Plomo|3e-4|0.05
INTERCUENCA13155|QVila1|2021|I|Potasio|10.16|NA
INTERCUENCA13155|QVila3|2021|I|Potasio|10.05|NA
INTERCUENCA13155|RUchu1|2021|I|Potasio|9.47|NA
INTERCUENCA13155|QVila1|2021|I|Selenio|6e-4|0.04
INTERCUENCA13155|QVila3|2021|I|Selenio|6e-4|0.04
INTERCUENCA13155|RUchu1|2021|I|Selenio|6e-4|0.04
INTERCUENCA13155|QVila1|2021|I|Silicio|22.8|NA
INTERCUENCA13155|QVila3|2021|I|Silicio|20.2|NA
INTERCUENCA13155|RUchu1|2021|I|Silicio|22|NA
INTERCUENCA13155|QVila1|2021|I|Sodio|31.74|NA
INTERCUENCA13155|QVila3|2021|I|Sodio|31.62|NA
INTERCUENCA13155|RUchu1|2021|I|Sodio|39.4|NA
INTERCUENCA13155|QVila1|2021|I|Talio|2e-4|NA
INTERCUENCA13155|QVila3|2021|I|Talio|2e-4|NA
INTERCUENCA13155|RUchu1|2021|I|Talio|2e-4|NA
INTERCUENCA13155|QVila1|2021|I|Titanio|0.0014|NA
INTERCUENCA13155|QVila3|2021|I|Titanio|0.0054|NA
INTERCUENCA13155|RUchu1|2021|I|Titanio|0.0066|NA
INTERCUENCA13155|QVila1|2021|I|Uranio|2e-4|0.02
INTERCUENCA13155|QVila3|2021|I|Uranio|2e-4|0.02
INTERCUENCA13155|RUchu1|2021|I|Uranio|5e-4|0.02
INTERCUENCA13155|QVila1|2021|I|Vanadio|0.0031|NA
INTERCUENCA13155|QVila3|2021|I|Vanadio|0.0035|NA
INTERCUENCA13155|RUchu1|2021|I|Vanadio|0.0045|NA
INTERCUENCA13155|QVila1|2021|I|Zinc|0.008|5
INTERCUENCA13155|QVila3|2021|I|Zinc|0.008|5
INTERCUENCA13155|RUchu1|2021|I|Zinc|0.016|5
INTERCUENCA13155|QVila1|2021|I|Coliformes Termotolerantes|1.8|2000
INTERCUENCA13155|QVila3|2021|I|Coliformes Termotolerantes|1.8|2000
INTERCUENCA13155|RUchu1|2021|I|Coliformes Termotolerantes|1.8|2000
INTERCUENCA13155|QVila3|2021|II|Aceites y Grasas|0.4|1.7
INTERCUENCA13155|RUchu1|2021|II|Aceites y Grasas|0.4|1.7
INTERCUENCA13155|QVila1|2021|II|Amoniaco-N|0.019|1.5
INTERCUENCA13155|QVila3|2021|II|Amoniaco-N|0.019|1.5
INTERCUENCA13155|RUchu1|2021|II|Amoniaco-N|0.013|1.5
INTERCUENCA13155|QVila1|2021|II|Bicarbonatos|97.6|NA
INTERCUENCA13155|QVila3|2021|II|Bicarbonatos|102.4|NA
INTERCUENCA13155|RUchu1|2021|II|Bicarbonatos|111.6|NA
INTERCUENCA13155|QVila1|2021|II|Carbonatos|1|NA
INTERCUENCA13155|QVila3|2021|II|Carbonatos|1|NA
INTERCUENCA13155|RUchu1|2021|II|Carbonatos|9.7|NA
INTERCUENCA13155|QVila3|2021|II|Cianuro Libre|8e-4|NA
INTERCUENCA13155|RUchu1|2021|II|Cianuro Libre|8e-4|NA
INTERCUENCA13155|QVila3|2021|II|Cianuro WAD|8e-4|NA
INTERCUENCA13155|RUchu1|2021|II|Cianuro WAD|8e-4|NA
INTERCUENCA13155|QVila1|2021|II|Cloruros|17.121|NA
INTERCUENCA13155|QVila3|2021|II|Cloruros|17.376|NA
INTERCUENCA13155|RUchu1|2021|II|Cloruros|20.605|NA
INTERCUENCA13155|QVila1|2021|II|Conductividad|619|1600
INTERCUENCA13155|QVila3|2021|II|Conductividad|642|1600
INTERCUENCA13155|RUchu1|2021|II|Conductividad|692|1600
INTERCUENCA13155|QVila1|2021|II|Demanda Bioquímica de Oxígeno (DBO5)|2.6|5
INTERCUENCA13155|QVila3|2021|II|Demanda Bioquímica de Oxígeno (DBO5)|2.6|5
INTERCUENCA13155|RUchu1|2021|II|Demanda Bioquímica de Oxígeno (DBO5)|3.2|5
INTERCUENCA13155|QVila1|2021|II|Demanda Química de Oxígeno (DQO)|23.1|20
INTERCUENCA13155|QVila3|2021|II|Demanda Química de Oxígeno (DQO)|24.1|20
INTERCUENCA13155|RUchu1|2021|II|Demanda Química de Oxígeno (DQO)|10|20
INTERCUENCA13155|QVila1|2021|II|Fósforo Total|0.13|0.15
INTERCUENCA13155|QVila3|2021|II|Fósforo Total|0.14|0.15
INTERCUENCA13155|RUchu1|2021|II|Fósforo Total|0.16|0.15
INTERCUENCA13155|QVila1|2021|II|Nitratos (NO3-)|0.062|NA
INTERCUENCA13155|QVila3|2021|II|Nitratos (NO3-)|0.062|NA
INTERCUENCA13155|RUchu1|2021|II|Nitratos (NO3-)|0.062|NA
INTERCUENCA13155|QVila1|2021|II|Nitritos (NO2-)|0.007|NA
INTERCUENCA13155|QVila3|2021|II|Nitritos (NO2-)|0.007|NA
INTERCUENCA13155|RUchu1|2021|II|Nitritos (NO2-)|0.007|NA
INTERCUENCA13155|QVila1|2021|II|Nitrógeno Total|0.33|NA
INTERCUENCA13155|QVila3|2021|II|Nitrógeno Total|0.45|NA
INTERCUENCA13155|RUchu1|2021|II|Nitrógeno Total|0.26|NA
INTERCUENCA13155|QVila1|2021|II|Oxígeno Disuelto|6.93|5
INTERCUENCA13155|QVila3|2021|II|Oxígeno Disuelto|7.35|5
INTERCUENCA13155|RUchu1|2021|II|Oxígeno Disuelto|8.45|5
INTERCUENCA13155|QVila1|2021|II|pH|8.285|NA
INTERCUENCA13155|QVila3|2021|II|pH|8.545|NA
INTERCUENCA13155|RUchu1|2021|II|pH|8.474|NA
INTERCUENCA13155|QVila1|2021|II|Sólidos Suspendidos Totales|3|NA
INTERCUENCA13155|QVila3|2021|II|Sólidos Suspendidos Totales|11|NA
INTERCUENCA13155|RUchu1|2021|II|Sólidos Suspendidos Totales|13|NA
INTERCUENCA13155|QVila1|2021|II|Sulfatos|212.838|NA
INTERCUENCA13155|QVila3|2021|II|Sulfatos|216.828|NA
INTERCUENCA13155|RUchu1|2021|II|Sulfatos|283.008|NA
INTERCUENCA13155|QVila1|2021|II|Sulfuros|0.0019|NA
INTERCUENCA13155|QVila3|2021|II|Sulfuros|0.0019|NA
INTERCUENCA13155|RUchu1|2021|II|Sulfuros|0.0019|NA
INTERCUENCA13155|QVila1|2021|II|Temperatura|11.6|NA
INTERCUENCA13155|QVila3|2021|II|Temperatura|11.3|NA
INTERCUENCA13155|RUchu1|2021|II|Temperatura|15.9|NA
INTERCUENCA13155|QVila1|2021|II|Aluminio|0.076|5
INTERCUENCA13155|QVila3|2021|II|Aluminio|0.676|5
INTERCUENCA13155|RUchu1|2021|II|Aluminio|0.64|5
INTERCUENCA13155|QVila1|2021|II|Antimonio|0.00182|0.02
INTERCUENCA13155|QVila3|2021|II|Antimonio|0.00194|0.02
INTERCUENCA13155|RUchu1|2021|II|Antimonio|0.00175|0.02
INTERCUENCA13155|QVila1|2021|II|Arsénico|0.1195|0.01
INTERCUENCA13155|QVila3|2021|II|Arsénico|0.13924|0.01
INTERCUENCA13155|RUchu1|2021|II|Arsénico|0.14262|0.01
INTERCUENCA13155|QVila1|2021|II|Bario|0.0099|1
INTERCUENCA13155|QVila3|2021|II|Bario|0.0158|1
INTERCUENCA13155|RUchu1|2021|II|Bario|0.0208|1
INTERCUENCA13155|QVila1|2021|II|Berilio|6e-5|0.04
INTERCUENCA13155|QVila3|2021|II|Berilio|6e-5|0.04
INTERCUENCA13155|RUchu1|2021|II|Berilio|6e-5|0.04
INTERCUENCA13155|QVila1|2021|II|Bismuto|3e-5|NA
INTERCUENCA13155|QVila3|2021|II|Bismuto|3e-5|NA
INTERCUENCA13155|RUchu1|2021|II|Bismuto|3e-5|NA
INTERCUENCA13155|QVila1|2021|II|Boro|0.564|2.4
INTERCUENCA13155|QVila3|2021|II|Boro|0.535|2.4
INTERCUENCA13155|RUchu1|2021|II|Boro|0.561|2.4
INTERCUENCA13155|QVila1|2021|II|Cadmio|3e-5|0.005
INTERCUENCA13155|QVila3|2021|II|Cadmio|3e-5|0.005
INTERCUENCA13155|RUchu1|2021|II|Cadmio|3e-5|0.005
INTERCUENCA13155|QVila1|2021|II|Calcio|51.545|NA
