cuenca|estacion|año|periodo|parametro|valor|val_eca1
LOCUMBA|RIlab2|2019|II|Estroncio|0.8291|NA
LOCUMBA|RLocu2|2019|II|Estroncio|0.6943|NA
LOCUMBA|RLocu3|2019|II|Estroncio|0.8041|NA
LOCUMBA|RLocu5|2019|II|Estroncio|0.8803|NA
LOCUMBA|RLocu6|2019|II|Estroncio|0.09348|NA
LOCUMBA|RCall1|2019|II|Estroncio|0.1901|NA
LOCUMBA|RCall3|2019|II|Estroncio|0.6711|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Estroncio|0.6946|NA
LOCUMBA|RCuri2|2019|II|Hierro|0.151|5
LOCUMBA|RIlab2|2019|II|Hierro|0.102|5
LOCUMBA|RLocu2|2019|II|Hierro|1.558|NA
LOCUMBA|RLocu3|2019|II|Hierro|0.318|5
LOCUMBA|RLocu5|2019|II|Hierro|0.384|5
LOCUMBA|RLocu6|2019|II|Hierro|0.084|5
LOCUMBA|RCall1|2019|II|Hierro|1.442|NA
LOCUMBA|RCall3|2019|II|Hierro|1.643|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Hierro|NA|NA
LOCUMBA|RCuri2|2019|II|Litio|0.9968|2.5
LOCUMBA|RIlab2|2019|II|Litio|0.2133|2.5
LOCUMBA|RLocu2|2019|II|Litio|0.7755|NA
LOCUMBA|RLocu3|2019|II|Litio|0.8651|2.5
LOCUMBA|RLocu5|2019|II|Litio|0.9216|2.5
LOCUMBA|RLocu6|2019|II|Litio|0.9742|2.5
LOCUMBA|RCall1|2019|II|Litio|0.4388|NA
LOCUMBA|RCall3|2019|II|Litio|1.321|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Litio|1.926|NA
LOCUMBA|RCuri2|2019|II|Magnesio|23.96|NA
LOCUMBA|RIlab2|2019|II|Magnesio|25.29|NA
LOCUMBA|RLocu2|2019|II|Magnesio|25.34|NA
LOCUMBA|RLocu3|2019|II|Magnesio|28.53|NA
LOCUMBA|RLocu5|2019|II|Magnesio|31.23|NA
LOCUMBA|RLocu6|2019|II|Magnesio|33.38|NA
LOCUMBA|RCall1|2019|II|Magnesio|11.33|NA
LOCUMBA|RCall3|2019|II|Magnesio|28.56|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Magnesio|25.03|NA
LOCUMBA|RCuri2|2019|II|Manganeso|0.0192|0.2
LOCUMBA|RIlab2|2019|II|Manganeso|0.039|0.2
LOCUMBA|RLocu2|2019|II|Manganeso|0.0925|NA
LOCUMBA|RLocu3|2019|II|Manganeso|0.0733|0.2
LOCUMBA|RLocu5|2019|II|Manganeso|0.1155|0.2
LOCUMBA|RLocu6|2019|II|Manganeso|0.0191|0.2
LOCUMBA|RCall1|2019|II|Manganeso|0.2766|NA
LOCUMBA|RCall3|2019|II|Manganeso|0.2357|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Manganeso|0.2053|NA
LOCUMBA|RCuri2|2019|II|Mercurio|0.00108|0.001
LOCUMBA|RIlab2|2019|II|Mercurio|4.4e-4|0.001
LOCUMBA|RLocu2|2019|II|Mercurio|5e-5|NA
LOCUMBA|RLocu3|2019|II|Mercurio|5e-5|0.001
LOCUMBA|RLocu5|2019|II|Mercurio|5.1e-4|0.001
LOCUMBA|RLocu6|2019|II|Mercurio|3.4e-4|0.001
LOCUMBA|RCall1|2019|II|Mercurio|6.9e-4|1e-4
LOCUMBA|RCall3|2019|II|Mercurio|3.7e-4|1e-4
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Mercurio|9.7e-4|1e-4
LOCUMBA|RCuri2|2019|II|Molibdeno|0.0069|NA
LOCUMBA|RIlab2|2019|II|Molibdeno|0.0037|NA
LOCUMBA|RLocu2|2019|II|Molibdeno|0.0058|NA
LOCUMBA|RLocu3|2019|II|Molibdeno|0.0064|NA
LOCUMBA|RLocu5|2019|II|Molibdeno|0.0065|NA
LOCUMBA|RLocu6|2019|II|Molibdeno|0.0088|NA
LOCUMBA|RCall1|2019|II|Molibdeno|0.005|NA
LOCUMBA|RCall3|2019|II|Molibdeno|0.0082|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Molibdeno|0.0094|NA
LOCUMBA|RCuri2|2019|II|Niquel|4e-4|0.2
LOCUMBA|RIlab2|2019|II|Niquel|2e-4|0.2
LOCUMBA|RLocu2|2019|II|Niquel|0.0011|NA
LOCUMBA|RLocu3|2019|II|Niquel|4e-4|0.2
LOCUMBA|RLocu5|2019|II|Niquel|5e-4|0.2
LOCUMBA|RLocu6|2019|II|Niquel|2e-4|0.2
LOCUMBA|RCall1|2019|II|Niquel|2e-4|0.052
LOCUMBA|RCall3|2019|II|Niquel|0.0028|0.052
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Niquel|0.0069|0.052
LOCUMBA|RCuri2|2019|II|Plata|8e-5|NA
LOCUMBA|RIlab2|2019|II|Plata|8e-5|NA
LOCUMBA|RLocu2|2019|II|Plata|8e-5|NA
LOCUMBA|RLocu3|2019|II|Plata|8e-5|NA
LOCUMBA|RLocu5|2019|II|Plata|8e-5|NA
LOCUMBA|RLocu6|2019|II|Plata|8e-5|NA
LOCUMBA|RCall1|2019|II|Plata|8e-5|NA
LOCUMBA|RCall3|2019|II|Plata|8e-5|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Plata|8e-5|NA
LOCUMBA|RCuri2|2019|II|Plomo|3e-4|0.05
LOCUMBA|RIlab2|2019|II|Plomo|3e-4|0.05
LOCUMBA|RLocu2|2019|II|Plomo|0.0029|NA
LOCUMBA|RLocu3|2019|II|Plomo|6e-4|0.05
LOCUMBA|RLocu5|2019|II|Plomo|6e-4|0.05
LOCUMBA|RLocu6|2019|II|Plomo|2e-4|0.05
LOCUMBA|RCall1|2019|II|Plomo|2e-4|0.0025
LOCUMBA|RCall3|2019|II|Plomo|2e-4|0.0025
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Plomo|2e-4|0.0025
LOCUMBA|RCuri2|2019|II|Potasio|25.12|NA
LOCUMBA|RIlab2|2019|II|Potasio|11.92|NA
LOCUMBA|RLocu2|2019|II|Potasio|22.22|NA
LOCUMBA|RLocu3|2019|II|Potasio|23.26|NA
LOCUMBA|RLocu5|2019|II|Potasio|25.81|NA
LOCUMBA|RLocu6|2019|II|Potasio|26.91|NA
LOCUMBA|RCall1|2019|II|Potasio|21.41|NA
LOCUMBA|RCall3|2019|II|Potasio|31.26|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Potasio|40.2|NA
LOCUMBA|RCuri2|2019|II|Selenio|6e-4|0.02
LOCUMBA|RIlab2|2019|II|Selenio|6e-4|0.02
LOCUMBA|RLocu2|2019|II|Selenio|6e-4|NA
LOCUMBA|RLocu3|2019|II|Selenio|6e-4|0.02
LOCUMBA|RLocu5|2019|II|Selenio|6e-4|0.02
LOCUMBA|RLocu6|2019|II|Selenio|6e-4|0.02
LOCUMBA|RCall1|2019|II|Selenio|6e-4|0.005
LOCUMBA|RCall3|2019|II|Selenio|6e-4|0.005
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Selenio|6e-4|0.005
LOCUMBA|RCuri2|2019|II|Silicio|26.4|NA
LOCUMBA|RIlab2|2019|II|Silicio|18.2|NA
LOCUMBA|RLocu2|2019|II|Silicio|24.9|NA
LOCUMBA|RLocu3|2019|II|Silicio|24.8|NA
LOCUMBA|RLocu5|2019|II|Silicio|20.2|NA
LOCUMBA|RLocu6|2019|II|Silicio|18.1|NA
LOCUMBA|RCall1|2019|II|Silicio|45.8|NA
LOCUMBA|RCall3|2019|II|Silicio|45.4|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Silicio|57.2|NA
LOCUMBA|RCuri2|2019|II|Sodio|197.7|NA
LOCUMBA|RIlab2|2019|II|Sodio|115.9|NA
LOCUMBA|RLocu2|2019|II|Sodio|179.5|NA
LOCUMBA|RLocu3|2019|II|Sodio|205.4|NA
LOCUMBA|RLocu5|2019|II|Sodio|224.8|NA
LOCUMBA|RLocu6|2019|II|Sodio|256.3|NA
LOCUMBA|RCall1|2019|II|Sodio|126.4|NA
LOCUMBA|RCall3|2019|II|Sodio|281.4|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Sodio|355.3|NA
LOCUMBA|RCuri2|2019|II|Talio|2e-4|NA
LOCUMBA|RIlab2|2019|II|Talio|2e-4|NA
LOCUMBA|RLocu2|2019|II|Talio|2e-4|NA
LOCUMBA|RLocu3|2019|II|Talio|2e-4|NA
LOCUMBA|RLocu5|2019|II|Talio|2e-4|NA
LOCUMBA|RLocu6|2019|II|Talio|2e-4|NA
LOCUMBA|RCall1|2019|II|Talio|3e-4|8e-4
LOCUMBA|RCall3|2019|II|Talio|2e-4|8e-4
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Talio|3e-4|8e-4
LOCUMBA|RCuri2|2019|II|Titanio|0.0096|NA
LOCUMBA|RIlab2|2019|II|Titanio|0.0038|NA
LOCUMBA|RLocu2|2019|II|Titanio|0.0672|NA
LOCUMBA|RLocu3|2019|II|Titanio|0.0124|NA
LOCUMBA|RLocu5|2019|II|Titanio|0.0173|NA
LOCUMBA|RLocu6|2019|II|Titanio|0.0031|NA
LOCUMBA|RCall1|2019|II|Titanio|5e-4|NA
LOCUMBA|RCall3|2019|II|Titanio|0.0066|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Titanio|0.0088|NA
LOCUMBA|RCuri2|2019|II|Uranio|0.0016|NA
LOCUMBA|RIlab2|2019|II|Uranio|0.0055|NA
LOCUMBA|RLocu2|2019|II|Uranio|0.0024|NA
LOCUMBA|RLocu3|2019|II|Uranio|0.0026|NA
LOCUMBA|RLocu5|2019|II|Uranio|0.0028|NA
LOCUMBA|RLocu6|2019|II|Uranio|0.0029|NA
LOCUMBA|RCall1|2019|II|Uranio|5e-4|NA
LOCUMBA|RCall3|2019|II|Uranio|8e-4|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Uranio|4e-4|NA
LOCUMBA|RCuri2|2019|II|Vanadio|0.0036|NA
LOCUMBA|RIlab2|2019|II|Vanadio|0.0043|NA
LOCUMBA|RLocu2|2019|II|Vanadio|0.0067|NA
LOCUMBA|RLocu3|2019|II|Vanadio|0.0051|NA
LOCUMBA|RLocu5|2019|II|Vanadio|0.005|NA
LOCUMBA|RLocu6|2019|II|Vanadio|0.004|NA
LOCUMBA|RCall1|2019|II|Vanadio|0.006|NA
LOCUMBA|RCall3|2019|II|Vanadio|0.0045|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Vanadio|0.0048|NA
LOCUMBA|RCuri2|2019|II|Zinc|0.012|2
LOCUMBA|RIlab2|2019|II|Zinc|0.008|2
LOCUMBA|RLocu2|2019|II|Zinc|0.016|NA
LOCUMBA|RLocu3|2019|II|Zinc|0.022|2
LOCUMBA|RLocu5|2019|II|Zinc|0.008|2
LOCUMBA|RLocu6|2019|II|Zinc|0.008|2
LOCUMBA|RCall1|2019|II|Zinc|0.03|0.12
LOCUMBA|RCall3|2019|II|Zinc|0.012|0.12
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Zinc|0.021|0.12
LOCUMBA|RCuri2|2019|II|Coliformes Termotolerantes|79|1000
LOCUMBA|RIlab2|2019|II|Coliformes Termotolerantes|23|1000
LOCUMBA|RLocu2|2019|II|Coliformes Termotolerantes|170|NA
LOCUMBA|RLocu3|2019|II|Coliformes Termotolerantes|240|1000
LOCUMBA|RLocu5|2019|II|Coliformes Termotolerantes|17|1000
LOCUMBA|RLocu6|2019|II|Coliformes Termotolerantes|4.5|1000
LOCUMBA|RCall1|2019|II|Coliformes Termotolerantes|1.8|2000
LOCUMBA|RCall3|2019|II|Coliformes Termotolerantes|70|2000
LOCUMBA|RSala1 (LOCUMBA)|2019|II|Coliformes Termotolerantes|22|2000
LOCUMBA|RCuri2|2019|III|Aceites y Grasas|0.1|5
LOCUMBA|RIlab2|2019|III|Aceites y Grasas|0.1|5
LOCUMBA|RLocu3|2019|III|Aceites y Grasas|0.1|5
LOCUMBA|RLocu5|2019|III|Aceites y Grasas|0.1|5
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Aceites y Grasas|0.1|5
LOCUMBA|RCall1|2019|III|Aceites y Grasas|0.1|5
LOCUMBA|RCall3|2019|III|Aceites y Grasas|0.1|5
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Aceites y Grasas|0.1|5
LOCUMBA|RCuri2|2019|III|Amoniaco-N|0.11|NA
LOCUMBA|RIlab2|2019|III|Amoniaco-N|0.205|NA
LOCUMBA|RLocu3|2019|III|Amoniaco-N|0.32|NA
LOCUMBA|RLocu5|2019|III|Amoniaco-N|0.096|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Amoniaco-N|0.114|NA
LOCUMBA|RCall1|2019|III|Amoniaco-N|0.046|NA
LOCUMBA|RCall3|2019|III|Amoniaco-N|0.073|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Amoniaco-N|0.045|NA
LOCUMBA|RCall1|2019|III|Bicarbonatos|120.7|NA
LOCUMBA|RCall3|2019|III|Bicarbonatos|198.8|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Bicarbonatos|165.7|NA
LOCUMBA|RCuri2|2019|III|Cianuro Libre|6e-4|NA
LOCUMBA|RIlab2|2019|III|Cianuro Libre|6e-4|NA
LOCUMBA|RLocu3|2019|III|Cianuro Libre|6e-4|NA
LOCUMBA|RLocu5|2019|III|Cianuro Libre|6e-4|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Cianuro Libre|6e-4|NA
LOCUMBA|RCall1|2019|III|Cianuro Libre|6e-4|0.0052
LOCUMBA|RCall3|2019|III|Cianuro Libre|6e-4|0.0052
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Cianuro Libre|6e-4|0.0052
LOCUMBA|RCall1|2019|III|Cianuro WAD|0.001|NA
LOCUMBA|RCall3|2019|III|Cianuro WAD|0.001|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Cianuro WAD|0.001|NA
LOCUMBA|RCuri2|2019|III|Cloruros|327.5|500
LOCUMBA|RIlab2|2019|III|Cloruros|180|500
LOCUMBA|RLocu3|2019|III|Cloruros|352.5|500
LOCUMBA|RLocu5|2019|III|Cloruros|387.6|500
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Cloruros|314.9|500
LOCUMBA|RCall1|2019|III|Cloruros|137.3|NA
LOCUMBA|RCall3|2019|III|Cloruros|451.1|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Cloruros|682|NA
LOCUMBA|RCuri2|2019|III|Conductividad|2050|2500
LOCUMBA|RIlab2|2019|III|Conductividad|1649|2500
LOCUMBA|RLocu3|2019|III|Conductividad|2260|2500
LOCUMBA|RLocu5|2019|III|Conductividad|2430|2500
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Conductividad|2030|2500
LOCUMBA|RCall1|2019|III|Conductividad|1034|1000
LOCUMBA|RCall3|2019|III|Conductividad|2330|1000
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Conductividad|2980|1000
LOCUMBA|RCuri2|2019|III|Demanda Bioquímica de Oxígeno (DBO5)|2|15
LOCUMBA|RIlab2|2019|III|Demanda Bioquímica de Oxígeno (DBO5)|3|15
LOCUMBA|RLocu3|2019|III|Demanda Bioquímica de Oxígeno (DBO5)|3|15
LOCUMBA|RLocu5|2019|III|Demanda Bioquímica de Oxígeno (DBO5)|2|15
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Demanda Bioquímica de Oxígeno (DBO5)|2|15
LOCUMBA|RCall1|2019|III|Demanda Bioquímica de Oxígeno (DBO5)|2|10
LOCUMBA|RCall3|2019|III|Demanda Bioquímica de Oxígeno (DBO5)|2|10
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Demanda Bioquímica de Oxígeno (DBO5)|2|10
LOCUMBA|RCuri2|2019|III|Demanda Química de Oxígeno (DQO)|4|40
LOCUMBA|RIlab2|2019|III|Demanda Química de Oxígeno (DQO)|13|40
LOCUMBA|RLocu3|2019|III|Demanda Química de Oxígeno (DQO)|15|40
LOCUMBA|RLocu5|2019|III|Demanda Química de Oxígeno (DQO)|8|40
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Demanda Química de Oxígeno (DQO)|9|40
LOCUMBA|RCall1|2019|III|Demanda Química de Oxígeno (DQO)|2|NA
LOCUMBA|RCall3|2019|III|Demanda Química de Oxígeno (DQO)|8|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Demanda Química de Oxígeno (DQO)|2|NA
LOCUMBA|RCuri2|2019|III|Fenoles|0.001|0.002
LOCUMBA|RIlab2|2019|III|Fenoles|0.001|0.002
LOCUMBA|RLocu3|2019|III|Fenoles|0.001|0.002
LOCUMBA|RLocu5|2019|III|Fenoles|0.001|0.002
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Fenoles|0.001|0.002
LOCUMBA|RCall1|2019|III|Fenoles|0.001|2.56
LOCUMBA|RCall3|2019|III|Fenoles|0.001|2.56
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Fenoles|0.001|2.56
LOCUMBA|RCuri2|2019|III|Fósforo Total|0.132|NA
LOCUMBA|RIlab2|2019|III|Fósforo Total|0.869|NA
LOCUMBA|RLocu3|2019|III|Fósforo Total|0.152|NA
LOCUMBA|RLocu5|2019|III|Fósforo Total|0.077|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Fósforo Total|0.134|NA
LOCUMBA|RCall1|2019|III|Fósforo Total|0.143|0.05
LOCUMBA|RCall3|2019|III|Fósforo Total|0.192|0.05
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Fósforo Total|0.16|0.05
LOCUMBA|RCuri2|2019|III|Nitratos (NO3-)|0.8|NA
LOCUMBA|RIlab2|2019|III|Nitratos (NO3-)|1.433|NA
LOCUMBA|RLocu3|2019|III|Nitratos (NO3-)|0.009|NA
LOCUMBA|RLocu5|2019|III|Nitratos (NO3-)|0.009|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Nitratos (NO3-)|0.935|NA
LOCUMBA|RCall1|2019|III|Nitratos (NO3-)|0.009|13
LOCUMBA|RCall3|2019|III|Nitratos (NO3-)|1.382|13
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Nitratos (NO3-)|1.544|13
LOCUMBA|RCuri2|2019|III|Nitratos-N|0.181|NA
LOCUMBA|RIlab2|2019|III|Nitratos-N|0.324|NA
LOCUMBA|RLocu3|2019|III|Nitratos-N|0.002|NA
LOCUMBA|RLocu5|2019|III|Nitratos-N|0.002|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Nitratos-N|0.211|NA
LOCUMBA|RCall1|2019|III|Nitratos-N|0.002|NA
LOCUMBA|RCall3|2019|III|Nitratos-N|0.312|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Nitratos-N|0.349|NA
LOCUMBA|RCuri2|2019|III|Nitritos (NO2-)|0.015|NA
LOCUMBA|RIlab2|2019|III|Nitritos (NO2-)|0.015|NA
LOCUMBA|RLocu3|2019|III|Nitritos (NO2-)|0.015|NA
LOCUMBA|RLocu5|2019|III|Nitritos (NO2-)|0.015|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Nitritos (NO2-)|0.015|NA
LOCUMBA|RCuri2|2019|III|Nitritos-N|0.004|10
LOCUMBA|RIlab2|2019|III|Nitritos-N|0.004|10
LOCUMBA|RLocu3|2019|III|Nitritos-N|0.004|10
LOCUMBA|RLocu5|2019|III|Nitritos-N|0.004|10
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Nitritos-N|0.004|10
LOCUMBA|RCuri2|2019|III|Nitrógeno Total|0.461|NA
LOCUMBA|RIlab2|2019|III|Nitrógeno Total|0.879|NA
LOCUMBA|RLocu3|2019|III|Nitrógeno Total|0.845|NA
LOCUMBA|RLocu5|2019|III|Nitrógeno Total|0.305|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Nitrógeno Total|0.503|NA
LOCUMBA|RCall1|2019|III|Nitrógeno Total|0.203|NA
LOCUMBA|RCall3|2019|III|Nitrógeno Total|0.344|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Nitrógeno Total|0.212|NA
LOCUMBA|RCuri2|2019|III|Oxígeno Disuelto|7.15|4
LOCUMBA|RIlab2|2019|III|Oxígeno Disuelto|7.56|4
LOCUMBA|RLocu3|2019|III|Oxígeno Disuelto|8.57|4
LOCUMBA|RLocu5|2019|III|Oxígeno Disuelto|8.12|4
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Oxígeno Disuelto|8.01|4
LOCUMBA|RCall1|2019|III|Oxígeno Disuelto|5.5|5
LOCUMBA|RCall3|2019|III|Oxígeno Disuelto|7.14|5
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Oxígeno Disuelto|7.65|5
LOCUMBA|RCuri2|2019|III|pH|8.18|NA
LOCUMBA|RIlab2|2019|III|pH|8.05|NA
LOCUMBA|RLocu3|2019|III|pH|8.07|NA
LOCUMBA|RLocu5|2019|III|pH|8.39|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|pH|8.15|NA
LOCUMBA|RCall1|2019|III|pH|7.6|NA
LOCUMBA|RCall3|2019|III|pH|8.02|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|pH|8.05|NA
LOCUMBA|RCuri2|2019|III|Sólidos Suspendidos Totales|3|NA
LOCUMBA|RIlab2|2019|III|Sólidos Suspendidos Totales|1141|NA
LOCUMBA|RLocu3|2019|III|Sólidos Suspendidos Totales|5|NA
LOCUMBA|RLocu5|2019|III|Sólidos Suspendidos Totales|6|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Sólidos Suspendidos Totales|5|NA
LOCUMBA|RCall1|2019|III|Sólidos Suspendidos Totales|3|100
LOCUMBA|RCall3|2019|III|Sólidos Suspendidos Totales|8|100
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Sólidos Suspendidos Totales|10|100
LOCUMBA|RCuri2|2019|III|Sulfatos|333.5|1000
LOCUMBA|RIlab2|2019|III|Sulfatos|387.3|1000
LOCUMBA|RLocu3|2019|III|Sulfatos|400.6|1000
LOCUMBA|RLocu5|2019|III|Sulfatos|431.2|1000
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Sulfatos|356.9|1000
LOCUMBA|RCall1|2019|III|Sulfatos|189.1|NA
LOCUMBA|RCall3|2019|III|Sulfatos|444.4|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Sulfatos|429.7|NA
LOCUMBA|RCall1|2019|III|Sulfuros|4e-4|0.002
LOCUMBA|RCall3|2019|III|Sulfuros|4e-4|0.002
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Sulfuros|4e-4|0.002
LOCUMBA|RCuri2|2019|III|Temperatura|19.2|NA
LOCUMBA|RIlab2|2019|III|Temperatura|22.6|NA
LOCUMBA|RLocu3|2019|III|Temperatura|28.9|NA
LOCUMBA|RLocu5|2019|III|Temperatura|28.3|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Temperatura|22.4|NA
LOCUMBA|RCall1|2019|III|Temperatura|25.8|NA
LOCUMBA|RCall3|2019|III|Temperatura|21|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Temperatura|16|NA
LOCUMBA|RCuri2|2019|III|Aluminio|0.125|5
LOCUMBA|RIlab2|2019|III|Aluminio|30.04|5
LOCUMBA|RLocu3|2019|III|Aluminio|0.213|5
LOCUMBA|RLocu5|2019|III|Aluminio|0.117|5
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Aluminio|0.108|5
LOCUMBA|RCall1|2019|III|Aluminio|0.954|NA
LOCUMBA|RCall3|2019|III|Aluminio|0.65|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Aluminio|1.438|NA
LOCUMBA|RCuri2|2019|III|Antimonio|0.0154|NA
LOCUMBA|RIlab2|2019|III|Antimonio|0.0029|NA
LOCUMBA|RLocu3|2019|III|Antimonio|0.0106|NA
LOCUMBA|RLocu5|2019|III|Antimonio|0.0093|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Antimonio|0.0134|NA
LOCUMBA|RCall1|2019|III|Antimonio|0.0133|0.64
LOCUMBA|RCall3|2019|III|Antimonio|0.0195|0.64
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Antimonio|0.0454|0.64
LOCUMBA|RCuri2|2019|III|Arsénico|0.619|0.1
LOCUMBA|RIlab2|2019|III|Arsénico|0.2137|0.1
LOCUMBA|RLocu3|2019|III|Arsénico|0.5234|0.1
LOCUMBA|RLocu5|2019|III|Arsénico|0.5327|0.1
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Arsénico|0.551|0.1
LOCUMBA|RCall1|2019|III|Arsénico|1.152|0.15
LOCUMBA|RCall3|2019|III|Arsénico|0.8698|0.15
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Arsénico|1.396|0.15
LOCUMBA|RCuri2|2019|III|Bario|0.0377|0.7
LOCUMBA|RIlab2|2019|III|Bario|0.2659|0.7
LOCUMBA|RLocu3|2019|III|Bario|0.0473|0.7
LOCUMBA|RLocu5|2019|III|Bario|0.0457|0.7
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Bario|0.0394|0.7
LOCUMBA|RCall1|2019|III|Bario|0.0187|0.7
LOCUMBA|RCall3|2019|III|Bario|0.0364|0.7
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Bario|0.0398|0.7
LOCUMBA|RCuri2|2019|III|Berilio|2e-4|0.1
LOCUMBA|RIlab2|2019|III|Berilio|0.001|0.1
LOCUMBA|RLocu3|2019|III|Berilio|2e-4|0.1
LOCUMBA|RLocu5|2019|III|Berilio|2e-4|0.1
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Berilio|2e-4|0.1
LOCUMBA|RCall1|2019|III|Berilio|2e-4|NA
LOCUMBA|RCall3|2019|III|Berilio|2e-4|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Berilio|2e-4|NA
LOCUMBA|RCuri2|2019|III|Bismuto|2e-4|NA
LOCUMBA|RIlab2|2019|III|Bismuto|4e-4|NA
LOCUMBA|RLocu3|2019|III|Bismuto|2e-4|NA
LOCUMBA|RLocu5|2019|III|Bismuto|2e-4|NA
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Bismuto|2e-4|NA
LOCUMBA|RCall1|2019|III|Bismuto|2e-4|NA
LOCUMBA|RCall3|2019|III|Bismuto|2e-4|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Bismuto|2e-4|NA
LOCUMBA|RCuri2|2019|III|Boro|7.975|1
LOCUMBA|RIlab2|2019|III|Boro|3.864|1
LOCUMBA|RLocu3|2019|III|Boro|8.255|1
LOCUMBA|RLocu5|2019|III|Boro|7.927|1
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Boro|7.735|1
LOCUMBA|RCall1|2019|III|Boro|4.196|NA
LOCUMBA|RCall3|2019|III|Boro|9.964|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Boro|13.49|NA
LOCUMBA|RCuri2|2019|III|Cadmio|1e-4|0.01
LOCUMBA|RIlab2|2019|III|Cadmio|4.5e-4|0.01
LOCUMBA|RLocu3|2019|III|Cadmio|1e-4|0.01
LOCUMBA|RLocu5|2019|III|Cadmio|1e-4|0.01
LOCUMBA|RSala3 (LOCUMBA)|2019|III|Cadmio|1e-4|0.01
LOCUMBA|RCall1|2019|III|Cadmio|1e-4|NA
LOCUMBA|RCall3|2019|III|Cadmio|1e-4|NA
LOCUMBA|RSala1 (LOCUMBA)|2019|III|Cadmio|1e-4|NA
